City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
65,Quepos,CR,82.53,overcast clouds,9.4236,-84.1652,Jungle Beach Hotel at Manuel Antonio
66,Santo Andre,BR,67.12,overcast clouds,-23.6639,-46.5383,Blue Tree Towers All Suites Santo André
67,Kaitangata,NZ,68.22,scattered clouds,-46.2817,169.8464,Kaitangata Motor Camp
69,Itupiranga,BR,75.52,overcast clouds,-5.1347,-49.3267,Hotel Panorama
70,Hami,CN,55.18,overcast clouds,42.8,93.45,Laoyutang Resort
71,Vao,NC,71.85,broken clouds,-22.6667,167.4833,Hotel Kou-Bugny
72,Cape Town,ZA,63.09,broken clouds,-33.9258,18.4232,Southern Sun Waterfront Cape Town
75,Te Anau,NZ,56.61,overcast clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
76,Bethel,US,52.48,moderate rain,41.3712,-73.414,Courtyard by Marriott Danbury
77,Wanning,CN,79.14,moderate rain,18.8003,110.3967,Paradise Hotel
78,Olden,NO,61.72,light rain,61.8364,6.8064,Nesset Fjordcamping Olden
80,Vryburg,ZA,55.99,clear sky,-26.9566,24.7284,The Times Premier Lodge
81,Vaini,TO,75.36,broken clouds,-21.2,-175.2,Keleti Beach Resort
83,Hermanus,ZA,58.89,broken clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
84,Puerto Ayora,EC,69.94,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
87,Byron Bay,AU,82.51,few clouds,-28.65,153.6167,Backpackers Inn on the Beach
89,Butaritari,KI,82.92,clear sky,3.0707,172.7902,Isles Sunset Lodge
90,San Juan,AR,79.84,scattered clouds,-31.5375,-68.5364,Hotel Provincial
91,Palora,EC,65.03,light rain,-1.7,-77.9333,Rancho grande
93,Busselton,AU,70.05,clear sky,-33.65,115.3333,Observatory Guest House
94,Broken Hill,AU,66.24,clear sky,-31.95,141.4333,Royal Exchange Hotel
95,Warri,NG,76.19,broken clouds,5.5167,5.75,BON Hotel Delta
96,Mar Del Plata,AR,61.88,few clouds,-38.0023,-57.5575,Gran Hotel Mar del Plata
97,Ferkessedougou,CI,73.08,scattered clouds,9.6,-5.2,Hotel Chateau
99,Arcelia,MX,71.83,broken clouds,18.2833,-100.2667,Hotel El Posito
100,Dunedin,NZ,59.81,light rain,-45.8742,170.5036,Scenic Hotel Southern Cross
101,Lianzhou,CN,63.82,light rain,24.7811,112.3825,Qingcheng Tourism Industry
102,Praia,CV,75.74,broken clouds,14.9215,-23.5087,LT Aparthotel
103,Oussouye,SN,79.09,light rain,12.485,-16.5469,Auberge du Routard
104,Saint George,US,66.54,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
106,Shingu,JP,72.59,overcast clouds,33.7333,135.9833,Shingu UI Hotel
107,Alofi,NU,78.69,overcast clouds,-19.0595,-169.9187,Taloa Heights
110,Souillac,MU,74.35,broken clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
113,Calabozo,VE,73.49,scattered clouds,8.9242,-67.4293,Hotel Giardini
114,Bereda,ES,55.15,overcast clouds,43.2686,-7.5406,Pazo de Verdes
115,Cabo San Lucas,MX,79.52,clear sky,22.8909,-109.9124,Hotel Tesoro Los Cabos
